traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
6612c7ab5bed41d5cfacb11f95bc9e3f,ts-ui-dashboard.default,cfacb11f95bc9e3f,ts-ui-dashboard.default,c303a2abc8f601a4,384118,false,
6612c7ab5bed41d5cfacb11f95bc9e3f,ts-ui-dashboard.default,c303a2abc8f601a4,ts-auth-service.default,702010f07d7069cb,383597,false,
3fefaacc9570b25d75a1c5a0c7627ca9,ts-ui-dashboard.default,75a1c5a0c7627ca9,ts-ui-dashboard.default,a37fc6f569ed537d,2264,false,
3fefaacc9570b25d75a1c5a0c7627ca9,ts-ui-dashboard.default,a37fc6f569ed537d,ts-verification-code-service.default,c41ab85c9eaeae99,1780,false,
2fc18c5c4baf931c4a573a883b5a46bb,ts-ui-dashboard.default,4a573a883b5a46bb,ts-ui-dashboard.default,801f5e1dead9b46b,6439,false,
2fc18c5c4baf931c4a573a883b5a46bb,ts-ui-dashboard.default,801f5e1dead9b46b,ts-order-other-service.default,ab83cfe1233debec,5924,false,
2fc18c5c4baf931c4a573a883b5a46bb,ts-order-other-service.default,ab83cfe1233debec,ts-order-other-service.default,f27720c7faa9a22e,1741,false,
2fc18c5c4baf931c4a573a883b5a46bb,ts-order-other-service.default,f27720c7faa9a22e,ts-station-service.default,8139d92f1d44c33a,1352,false,
f471770b0198a86c256b30a79408f381,ts-ui-dashboard.default,256b30a79408f381,ts-ui-dashboard.default,60db9cbbf1c447c7,12256,false,
f471770b0198a86c256b30a79408f381,ts-ui-dashboard.default,60db9cbbf1c447c7,ts-order-service.default,30676ceca4dead5e,11724,false,
f471770b0198a86c256b30a79408f381,ts-order-service.default,30676ceca4dead5e,ts-order-service.default,3730ea71b9b3190,6222,false,
f471770b0198a86c256b30a79408f381,ts-order-service.default,3730ea71b9b3190,ts-station-service.default,c215193f9e915c0e,5723,false,
6f7999661aee51e8426f68b19840ab7c,ts-ui-dashboard.default,426f68b19840ab7c,ts-ui-dashboard.default,f4b1e2af7b9bf733,381735,false,
6f7999661aee51e8426f68b19840ab7c,ts-ui-dashboard.default,f4b1e2af7b9bf733,ts-cancel-service.default,21567cd98f5c6bf1,381138,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,21567cd98f5c6bf1,ts-cancel-service.default,44cde3f6e719dd4d,3270,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,44cde3f6e719dd4d,ts-order-service.default,4288c76945378fbf,2715,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,21567cd98f5c6bf1,ts-cancel-service.default,1e8c619342ab5cd3,2908,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,1e8c619342ab5cd3,ts-order-service.default,4f722e75360c9315,2403,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,21567cd98f5c6bf1,ts-cancel-service.default,85acf8dcc58a11b8,9371,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,85acf8dcc58a11b8,ts-inside-payment-service.default,e35bace7af1e70e6,8204,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,21567cd98f5c6bf1,ts-cancel-service.default,d0955a6fa5196708,3508,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,d0955a6fa5196708,ts-user-service.default,e51858b0b506108e,2804,false,
6f7999661aee51e8426f68b19840ab7c,ts-cancel-service.default,21567cd98f5c6bf1,ts-cancel-service.default,1a8fbbecb650deef,354335,false,
