traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
c5ae94977cc342620944e8e46250a855,ts-ui-dashboard.default,944e8e46250a855,ts-ui-dashboard.default,d7108c7097b2b9a1,241821,false,
c5ae94977cc342620944e8e46250a855,ts-ui-dashboard.default,d7108c7097b2b9a1,ts-travel-service.default,7167c88ac430b963,239761,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,ed6bc03dc6e9c076,11579,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,ed6bc03dc6e9c076,ts-ticketinfo-service.default,ba45da1c7659e865,9930,false,
c5ae94977cc342620944e8e46250a855,ts-ticketinfo-service.default,ba45da1c7659e865,ts-ticketinfo-service.default,652d52826dc0f073,7295,false,
c5ae94977cc342620944e8e46250a855,ts-ticketinfo-service.default,652d52826dc0f073,ts-basic-service.default,9fd5bba048e36e3,6365,false,
c5ae94977cc342620944e8e46250a855,ts-basic-service.default,9fd5bba048e36e3,ts-basic-service.default,a6978544117f0307,3287,false,
c5ae94977cc342620944e8e46250a855,ts-basic-service.default,a6978544117f0307,ts-station-service.default,434f67eb0f9997c6,2396,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,e1fa71ac848aa8ba,6339,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,e1fa71ac848aa8ba,ts-ticketinfo-service.default,115e5e75c87a10d7,5990,false,
c5ae94977cc342620944e8e46250a855,ts-ticketinfo-service.default,115e5e75c87a10d7,ts-ticketinfo-service.default,cac74325187ea907,4535,false,
c5ae94977cc342620944e8e46250a855,ts-ticketinfo-service.default,cac74325187ea907,ts-basic-service.default,6908a8becd1a67c8,4139,false,
c5ae94977cc342620944e8e46250a855,ts-basic-service.default,6908a8becd1a67c8,ts-basic-service.default,b19b493afaec642d,2221,false,
c5ae94977cc342620944e8e46250a855,ts-basic-service.default,b19b493afaec642d,ts-station-service.default,ef1f2d64a9c8e79c,1777,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,901267ee4ceb20ba,3382,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,901267ee4ceb20ba,ts-route-service.default,1d314b6b985b77b3,2395,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,99f496fe6d9d105c,2346,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,99f496fe6d9d105c,ts-route-service.default,6178e012f232a853,1897,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,39a18ea25c64768b,1572,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,39a18ea25c64768b,ts-route-service.default,1147f5efefb66a3f,1225,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,f247596dc00fafeb,1597,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,f247596dc00fafeb,ts-route-service.default,8ccfe5b05c99d65c,1264,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,570a9d27f5debf79,1661,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,570a9d27f5debf79,ts-route-service.default,1d3dea0c316dc559,1270,false,
c5ae94977cc342620944e8e46250a855,ts-travel-service.default,7167c88ac430b963,ts-travel-service.default,2d2405dbb09b2a9b,30591,false,
