traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ui-dashboard.default,c49061c30a6ad2b1,ts-ui-dashboard.default,9bf4235b462cf122,158650,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ui-dashboard.default,9bf4235b462cf122,ts-travel-service.default,4cf35f27c11ab94f,157289,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-travel-service.default,4cf35f27c11ab94f,ts-travel-service.default,61fb5152ae2c388f,11348,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-travel-service.default,61fb5152ae2c388f,ts-ticketinfo-service.default,1b914129dcfd93c4,10015,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ticketinfo-service.default,1b914129dcfd93c4,ts-ticketinfo-service.default,79eac476c260bf71,7000,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ticketinfo-service.default,79eac476c260bf71,ts-basic-service.default,3ff3cbb1f7fdcb6,6150,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-basic-service.default,3ff3cbb1f7fdcb6,ts-basic-service.default,725fbfc1c4b3ef7a,3407,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-basic-service.default,725fbfc1c4b3ef7a,ts-station-service.default,cdf665e0c7dced4a,2465,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-travel-service.default,4cf35f27c11ab94f,ts-travel-service.default,a4c418ea2eb871ee,6041,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-travel-service.default,a4c418ea2eb871ee,ts-ticketinfo-service.default,d8fb810706470918,5640,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ticketinfo-service.default,d8fb810706470918,ts-ticketinfo-service.default,3d21e59793d1e061,3973,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-ticketinfo-service.default,3d21e59793d1e061,ts-basic-service.default,ee037ab31f28cd80,3602,false,
1ea30e2e3735cfbbc49061c30a6ad2b1,ts-basic-service.default,ee037ab31f28cd80,ts-basic-service.default,fb578d7dde753766,1987,false,
