traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
21a23c3c4afb2368b864e0b7eca1d457,ts-ui-dashboard.default,b864e0b7eca1d457,ts-ui-dashboard.default,61509bf78ed1dba4,1065855,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-ui-dashboard.default,61509bf78ed1dba4,ts-travel-plan-service.default,94acc73aa1aed647,1064889,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-plan-service.default,94acc73aa1aed647,ts-travel-plan-service.default,485ff862785dea88,652157,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-plan-service.default,485ff862785dea88,ts-route-plan-service.default,a41c3209d84483bf,651601,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-route-plan-service.default,a41c3209d84483bf,ts-route-plan-service.default,43f24a1aa030676c,490525,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-route-plan-service.default,43f24a1aa030676c,ts-travel-service.default,ad84336273dafa66,489911,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-service.default,ad84336273dafa66,ts-travel-service.default,2735cd3dea92d12,9542,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-service.default,2735cd3dea92d12,ts-ticketinfo-service.default,15cdffd62cc3ac94,7924,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-ticketinfo-service.default,15cdffd62cc3ac94,ts-ticketinfo-service.default,76c16a2ba47ab3e9,5285,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-ticketinfo-service.default,76c16a2ba47ab3e9,ts-basic-service.default,1d0cdc1396be406a,4796,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-basic-service.default,1d0cdc1396be406a,ts-basic-service.default,f4ab74a41341406e,2388,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-basic-service.default,f4ab74a41341406e,ts-station-service.default,e2270c7eaff9d1b6,1953,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-service.default,ad84336273dafa66,ts-travel-service.default,efb50340810caacf,6239,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-travel-service.default,efb50340810caacf,ts-ticketinfo-service.default,95eda743340b5c0d,5875,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-ticketinfo-service.default,95eda743340b5c0d,ts-ticketinfo-service.default,1edf0b30ab7d3528,4299,false,
21a23c3c4afb2368b864e0b7eca1d457,ts-ticketinfo-service.default,1edf0b30ab7d3528,ts-basic-service.default,24d0ab76b6845754,3854,false,
