traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
b7da826d3d73eb6add3fe465fdf19b15,ts-ui-dashboard.default,dd3fe465fdf19b15,ts-ui-dashboard.default,24811c3f94db2f7c,157999,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-ui-dashboard.default,24811c3f94db2f7c,ts-travel-service.default,7f04b10d7232a253,156701,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,26c89d9a6c27574a,11685,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,26c89d9a6c27574a,ts-ticketinfo-service.default,6f9490b9e36cece,10707,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-ticketinfo-service.default,6f9490b9e36cece,ts-ticketinfo-service.default,b11462fc8e66a8cd,7136,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-ticketinfo-service.default,b11462fc8e66a8cd,ts-basic-service.default,899bb466b2168885,6356,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-basic-service.default,899bb466b2168885,ts-basic-service.default,aad4eba6f0c54f00,3646,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-basic-service.default,aad4eba6f0c54f00,ts-station-service.default,fef22bc0e0642c4b,2775,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,6273db975cfb430f,6905,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,6273db975cfb430f,ts-ticketinfo-service.default,91bf2b3cf45676ef,6533,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-ticketinfo-service.default,91bf2b3cf45676ef,ts-ticketinfo-service.default,baab06e8eb58a112,4708,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-ticketinfo-service.default,baab06e8eb58a112,ts-basic-service.default,2c13569ccbbbce0,4195,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-basic-service.default,2c13569ccbbbce0,ts-basic-service.default,6fe22e231973dc2c,2125,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-basic-service.default,6fe22e231973dc2c,ts-station-service.default,5a6c3721ae7e7364,1658,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,447db1d382547322,3533,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,447db1d382547322,ts-route-service.default,f1ddf0e6a9decaa7,2113,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,ae665b188e84d361,2205,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,ae665b188e84d361,ts-route-service.default,689d58ab1f217b02,1793,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,9d77bd60ec4d921b,1463,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,9d77bd60ec4d921b,ts-route-service.default,2e4d9200ac62bc26,1226,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,6cad2805561c824d,1560,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,6cad2805561c824d,ts-route-service.default,25a567be6ef8369a,1277,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,7f04b10d7232a253,ts-travel-service.default,102250ce09a447aa,1509,false,
b7da826d3d73eb6add3fe465fdf19b15,ts-travel-service.default,102250ce09a447aa,ts-route-service.default,1ad94c1d9e640a24,1177,false,
