traceID,callerServiceName,callerSpanID,calledServiceName,calledSpanID,duration,TOF
7fc738db0ffdf7c738231701345d8acb,ts-ui-dashboard.default,38231701345d8acb,ts-ui-dashboard.default,1a549c64f3c94a7a,7677,false,
7fc738db0ffdf7c738231701345d8acb,ts-ui-dashboard.default,1a549c64f3c94a7a,ts-order-other-service.default,5d8272a086b8fb8b,6895,false,
7fc738db0ffdf7c738231701345d8acb,ts-order-other-service.default,5d8272a086b8fb8b,ts-order-other-service.default,9cb95014a87eaac6,2874,false,
7fc738db0ffdf7c738231701345d8acb,ts-order-other-service.default,9cb95014a87eaac6,ts-station-service.default,f8a2dd24488c7a35,2157,false,
546beee1410a76cfca2b5d346aeadf04,ts-ui-dashboard.default,ca2b5d346aeadf04,ts-ui-dashboard.default,d74531331ebafd12,2750,false,
546beee1410a76cfca2b5d346aeadf04,ts-ui-dashboard.default,d74531331ebafd12,ts-verification-code-service.default,ccf4f751d0d240f6,1865,false,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-ui-dashboard.default,f1ea3f4af8dc2880,ts-ui-dashboard.default,e7393a67a9f04775,403199,true,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-ui-dashboard.default,e7393a67a9f04775,ts-preserve-service.default,1eb5138430d11d05,402131,true,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-preserve-service.default,1eb5138430d11d05,ts-preserve-service.default,f69ca9311e7c3072,14521,true,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-preserve-service.default,f69ca9311e7c3072,ts-security-service.default,2d1fee4ca11b772d,13605,false,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-security-service.default,2d1fee4ca11b772d,ts-security-service.default,c7ec83a544a52861,3666,false,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-security-service.default,c7ec83a544a52861,ts-order-service.default,adf31d393a8c6daa,2854,false,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-security-service.default,2d1fee4ca11b772d,ts-security-service.default,1d7c1331cb645e81,3875,false,
b7ed9d4427f28d70f1ea3f4af8dc2880,ts-security-service.default,1d7c1331cb645e81,ts-order-other-service.default,350b7d7b58d699eb,2829,false,
